pclass	survived	name	age	embarked	home.dest	room	ticket	boat	sex	
3rd	1	Odahl, Mr Nils Martin	NA	NA	NA	NA	NA	NA	male	
3rd	0	O'Dwyer, Miss Nellie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Ohman, Miss Velin	NA	NA	NA	NA	NA	NA	female	
3rd	0	O'Keefe, Mr Patrick	NA	NA	NA	NA	NA	NA	male	
3rd	0	OLeary, Miss Norah	NA	NA	NA	NA	NA	NA	female	
3rd	0	Olsen, Master Arthur	NA	NA	NA	NA	NA	NA	male	
3rd	0	Olsen, Mr Charlie (Carl)	NA	NA	NA	NA	NA	NA	male	
3rd	0	Olsen, Mr Henry Margido	NA	NA	NA	NA	NA	NA	male	
3rd	0	Olsen, Mr Ole M.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Olsson, Miss Elida	NA	NA	NA	NA	NA	NA	female	
3rd	0	Olsson, Mr Nils Johan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Olsson, Mr Oscar Johansson	NA	NA	NA	NA	NA	NA	male	
3rd	0	O'Neill, Miss Bridget	NA	NA	NA	NA	NA	NA	female	
3rd	0	Oreskovic, Mr Jeko	NA	NA	NA	NA	NA	NA	male	
3rd	0	Oreskovic, Mr Luka	NA	NA	NA	NA	NA	NA	male	
3rd	0	Oreskovic, Mr Maria	NA	NA	NA	NA	NA	NA	male	
3rd	0	Osen, Mr Olof Elon	NA	NA	NA	NA	NA	NA	male	
3rd	1	Osman, Miss Maria	NA	NA	NA	NA	NA	NA	female	
3rd	0	O'Sullivan, Miss Bridget	NA	NA	NA	NA	NA	NA	female	
3rd	0	Panula, Mr Ernesti Arvid	NA	NA	NA	NA	NA	NA	male	
3rd	0	Panula, Mr Jaako Arnold	NA	NA	NA	NA	NA	NA	male	
3rd	0	Panula, Master Juha Niilo	NA	NA	NA	NA	NA	NA	male	
3rd	0	Panula, Mrs John	NA	NA	NA	NA	NA	NA	female	
3rd	0	Panula, Master Urho Abraham	NA	NA	NA	NA	NA	NA	male	
3rd	0	Panula, Master William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Pasic, Mr Jakob	NA	NA	NA	NA	NA	NA	male	
3rd	0	Paulner, Mr Uscher	NA	NA	NA	NA	NA	NA	male	
3rd	0	Paulsson, Master Gosta Leonard	NA	NA	NA	NA	NA	NA	male	
3rd	0	Paulsson, Mrs Nils	NA	NA	NA	NA	NA	NA	female	
3rd	0	Paulsson, Master Paul Folke	NA	NA	NA	NA	NA	NA	male	
3rd	0	Paulsson, Miss Stina Viola	NA	NA	NA	NA	NA	NA	female	
3rd	0	Paulsson, Miss Torborg Danira	NA	NA	NA	NA	NA	NA	female	
3rd	0	Pavlovic, Mr Stefo	NA	NA	NA	NA	NA	NA	male	
3rd	0	Peacock, Master Alfred Edward	NA	NA	NA	NA	NA	NA	male	
3rd	0	Peacock, Mrs Benjamin	NA	NA	NA	NA	NA	NA	female	
3rd	0	Peacock, Miss Treasteall	NA	NA	NA	NA	NA	NA	female	
3rd	0	Pearce, Mr Ernest	NA	NA	NA	NA	NA	NA	male	
3rd	0	Pecruic, Mr Mate	NA	NA	NA	NA	NA	NA	male	
3rd	0	Pecruic, Mr Tome	NA	NA	NA	NA	NA	NA	male	
3rd	0	Pedersen, Mr Olaf	NA	NA	NA	NA	NA	NA	male	
3rd	0	Peduzzi, Mr Joseph	NA	NA	NA	NA	NA	NA	male	
3rd	1	Pekoniemi, Mr Edvard	NA	NA	NA	NA	NA	NA	male	
3rd	0	Peltomaki, Nikolai Johannes	NA	NA	NA	NA	NA	NA	male	
3rd	0	Perkin, Mr John Henry	NA	NA	NA	NA	NA	NA	male	
3rd	1	Persson, Mr Ernst Ulrik	NA	NA	NA	NA	NA	NA	male	
3rd	0	Peter (Joseph), Miss Mary	NA	NA	NA	NA	NA	NA	female	
3rd	0	Peter (Joseph), Mrs Catherine	NA	NA	NA	NA	NA	NA	female	
3rd	0	Peter (Joseph), Master Michael J.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Peters, Miss Katie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Petersen, Mr Marius	NA	NA	NA	NA	NA	NA	male	
3rd	0	Petranec, Miss Matilda	NA	NA	NA	NA	NA	NA	female	
3rd	0	Petroff, Mr Nedeca	NA	NA	NA	NA	NA	NA	male	
3rd	0	Petroff, Mr Pentcho	NA	NA	NA	NA	NA	NA	male	
3rd	0	Pettersson, Miss Ellen Natalia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Peterson, Mr Johan Emil	NA	NA	NA	NA	NA	NA	male	
3rd	1	Pickard (Trembisky), Mr Berk	NA	NA	NA	NA	NA	NA	male	
3rd	0	Plotcharsky, Mr Vasil	NA	NA	NA	NA	NA	NA	male	
3rd	0	Potchett, Mr George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Radeff, Mr Alexander	NA	NA	NA	NA	NA	NA	male	
3rd	0	Raibid, Mr Razi	NA	NA	NA	NA	NA	NA	male	
3rd	0	Reed, Mr James George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Reynolds, Mr Harold	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rice, Master Albert	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rice, Master Arthur	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rice, Master George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rice, Master Eric	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rice, Master Eugene	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rice, Mrs William	NA	NA	NA	NA	NA	NA	female	
3rd	0	Riihiivouri, Miss Sanni	NA	NA	NA	NA	NA	NA	female	
3rd	0	Rintamaki, Mr Matti	NA	NA	NA	NA	NA	NA	male	
3rd	1	Riordan, Miss Hannah	NA	NA	NA	NA	NA	NA	female	
3rd	0	Risien, Mr Samuel	NA	NA	NA	NA	NA	NA	male	
3rd	0	Risien, Mrs Samuel	NA	NA	NA	NA	NA	NA	female	
3rd	0	Robins, Mr Alexander A.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Robins, Mrs Alexander A.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Rommetvedt, Mr Karl Kristian Knut	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rogers, Mr William John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rosblom, Mrs Viktor	NA	NA	NA	NA	NA	NA	female	
3rd	0	Rosblom, Miss Salli Helena	NA	NA	NA	NA	NA	NA	female	
3rd	0	Rosblom, Mr Viktor Rickard	NA	NA	NA	NA	NA	NA	male	
3rd	1	Roth, Miss Sarah	NA	NA	NA	NA	NA	NA	female	
3rd	0	Rouse, Mr Richard Henry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Rush, Mr Alfred George John	NA	NA	NA	NA	NA	NA	male	
3rd	1	Ryan, Mr Edward Ryan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Ryan, Mr Patrick	NA	NA	NA	NA	NA	NA	male	
3rd	0	Saad, Mr Amin	NA	NA	NA	NA	NA	NA	male	
3rd	1	Saad, Khalil	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sadlier, Mr Matthew	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sadowitz, Mr Harry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sage, Miss Ada	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sage, Miss Constance	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sage, Miss Dorothy	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sage, Mr Douglas	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sage, Mr Frederick	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sage, Mr George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sage, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sage, Mrs John	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sage, Miss Stella	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sage, Thomas (child)	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sage, Master William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Salander, Mr Karl Johan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Salkjelsvik, Miss Anna	NA	NA	NA	NA	NA	NA	female	
3rd	0	Salonen, Mr Johan Werner	NA	NA	NA	NA	NA	NA	male	
3rd	0	Samaan, Mr Elias	NA	NA	NA	NA	NA	NA	male	
3rd	0	Samaan, Mr Hanna	NA	NA	NA	NA	NA	NA	male	
3rd	0	Samaan, Mr Youssef	NA	NA	NA	NA	NA	NA	male	
3rd	1	Sandstrom, Miss Hjalmar	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sandstrom, Miss Beatrice Irene	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sandstrom, Miss Marguerite Rut	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sather, Simon Sivertsen	NA	NA	NA	NA	NA	NA	male	
3rd	0	Saundercock, William Henry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sawyer, Mr Frederick	NA	NA	NA	NA	NA	NA	male	
3rd	0	Scanlan, Mr James	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sdycoff, Mr Todor	NA	NA	NA	NA	NA	NA	male	
3rd	0	Seman Master Betros	NA	NA	NA	NA	NA	NA	male	
3rd	0	Serota, Mr Maurice	NA	NA	NA	NA	NA	NA	male	
3rd	0	Shaughnesay, Mr Patrick	NA	NA	NA	NA	NA	NA	male	
3rd	0	Shedid (Sitik), Mr Daher (Docart)	NA	NA	NA	NA	NA	NA	male	
3rd	1	Sheerlinck, Mr Jean	NA	NA	NA	NA	NA	NA	male	
3rd	0	Shellard, Mr Frederick B.	NA	NA	NA	NA	NA	NA	male	
3rd	1	Shine, Miss Ellen	NA	NA	NA	NA	NA	NA	female	
3rd	0	Shorney, Mr Charles	NA	NA	NA	NA	NA	NA	male	
3rd	0	Simmons, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sirayanian, Mr Arsun	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sivic, Mr Husen	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sivola, Mr Antti	NA	NA	NA	NA	NA	NA	male	
3rd	1	Sjoblom, Miss Anna Sofia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Sholt, Mr Peter Andreas Lauritz Andersen	NA	NA	NA	NA	NA	NA	male	
3rd	0	Skinner, Mr Henry John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Skoog, Master Harald	NA	NA	NA	NA	NA	NA	male	
3rd	0	Skoog, Master Karl	NA	NA	NA	NA	NA	NA	male	
3rd	0	Skoog, Miss Mabel	NA	NA	NA	NA	NA	NA	female	
3rd	0	Skoog, Miss Margit	NA	NA	NA	NA	NA	NA	female	
3rd	0	Skoog, Mr William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Skoog, Mrs William	NA	NA	NA	NA	NA	NA	female	
3rd	0	Slabenoff, Mr Petco	NA	NA	NA	NA	NA	NA	male	
3rd	0	Slocovski, Mr Selman	NA	NA	NA	NA	NA	NA	male	
3rd	0	Smiljanovic, Mr Mile	NA	NA	NA	NA	NA	NA	male	
3rd	1	Smyth, Miss Julia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Solvang, Mrs Lena Jacobsen	NA	NA	NA	NA	NA	NA	female	
3rd	0	Somerton, Mr Francis William	NA	NA	NA	NA	NA	NA	male	
3rd	1	Sop, Mr Jules	NA	NA	NA	NA	NA	NA	male	
3rd	0	Spector, Mr Woolf	NA	NA	NA	NA	NA	NA	male	
3rd	0	Staneff, Mr Ivan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Stankovic, Mr Jovan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Stanley, Miss Amy Zilla Elsie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Stanley, Mr Edward Roland	NA	NA	NA	NA	NA	NA	male	
3rd	0	Storey, Mr Thomas	NA	NA	NA	NA	NA	NA	male	
3rd	0	Stoyehoff, Mr Ilia	NA	NA	NA	NA	NA	NA	male	
3rd	0	Strandberg, Miss Ida Sofia	NA	NA	NA	NA	NA	NA	female	
3rd	1	Stranden, Mr Juho	NA	NA	NA	NA	NA	NA	male	
3rd	0	Strilic, Mr Ivan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Strom, Mrs Wilhelm	NA	NA	NA	NA	NA	NA	female	
3rd	0	Strom, Miss Telma (Selma) Matilda	NA	NA	NA	NA	NA	NA	female	
3rd	1	Sunderland, Mr Victor Francis	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sundman, Mr Johan Julian	NA	NA	NA	NA	NA	NA	male	
3rd	0	Sutehall, Mr Henry, Jr	NA	NA	NA	NA	NA	NA	male	
3rd	0	Svensson, Mr Johan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Svensson, Mr Johan Cervin	NA	NA	NA	NA	NA	NA	male	
3rd	0	Svensson, Mr Olof	NA	NA	NA	NA	NA	NA	male	
3rd	0	Tannous, Mr Thomas	NA	NA	NA	NA	NA	NA	male	
3rd	1	Tenglin, Mr Gunnar Isidor	NA	NA	NA	NA	NA	NA	male	
3rd	0	Theobald, Mr Thomas Leonard	NA	NA	NA	NA	NA	NA	male	
3rd	1	Thomas, Mrs Alexander	NA	NA	NA	NA	NA	NA	female	
3rd	0	Thomas, Master Assad Alexander	NA	NA	NA	NA	NA	NA	male	
3rd	0	Thomas, Mr Charles	NA	NA	NA	NA	NA	NA	male	
3rd	0	Thomas, Mr John, Jr	NA	NA	NA	NA	NA	NA	male	
3rd	0	Thomas, Mr John (? 1st/2nd class)	NA	NA	NA	NA	NA	NA	male	
3rd	0	Thomson, Mr Alexander	NA	NA	NA	NA	NA	NA	male	
3rd	0	Thorneycroft, Mr Percival	NA	NA	NA	NA	NA	NA	male	
3rd	1	Thorneycroft, Mrs Percival	NA	NA	NA	NA	NA	NA	female	
3rd	0	Tikkanen, Mr Juho	NA	NA	NA	NA	NA	NA	male	
3rd	0	Tobin, Mr Roger	NA	NA	NA	NA	NA	NA	male	
3rd	0	Todoroff, Mr Lalio	NA	NA	NA	NA	NA	NA	male	
3rd	0	Toerber, Mr Ernest William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Tomlin, Mr Ernest Portage	NA	NA	NA	NA	NA	NA	male	
3rd	0	Torfa, Mr Assad	NA	NA	NA	NA	NA	NA	male	
3rd	1	Tornquist, Mr William Henry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Touma (Thomas), Mrs Darwin	NA	NA	NA	NA	NA	NA	female	
3rd	0	Touma (Thomas), Master George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Touma (Thomas), Miss Hannah	NA	NA	NA	NA	NA	NA	female	
3rd	0	Turcin, Mr Stefan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Turja, Miss Anna Sofia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Turkula, Mrs Hedvig	NA	NA	NA	NA	NA	NA	female	
3rd	0	Uzelas, Mr Joso	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van Billiard, Mr Austin Blyler	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van Billiard, Master James William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van Billiard, Master Walter John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van der Planke, Miss Augusta	NA	NA	NA	NA	NA	NA	female	
3rd	0	Van der Planke, Mr Jules	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van der Planke, Mrs Jules	NA	NA	NA	NA	NA	NA	female	
3rd	0	Van der Planke, Mr Leon	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van der Steen, Mr Leo Peter	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van de Velde, Mr John Joseph	NA	NA	NA	NA	NA	NA	male	
3rd	0	Vandewalle, Mr Nestor Cyriel	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van Impe, Miss Catharine	NA	NA	NA	NA	NA	NA	female	
3rd	0	Van Impe, Mr Jean Baptiste	NA	NA	NA	NA	NA	NA	male	
3rd	0	Van Impe, Mrs Jean Baptiste	NA	NA	NA	NA	NA	NA	female	
3rd	1	Vartunian, Mr David	NA	NA	NA	NA	NA	NA	male	
3rd	0	Vassilios, Mr Catavelas	NA	NA	NA	NA	NA	NA	male	
3rd	0	Vendel, Mr Olof Wdvin	NA	NA	NA	NA	NA	NA	male	
3rd	0	Vereruysse, Mr Victor	NA	NA	NA	NA	NA	NA	male	
3rd	0	Vestrom, Miss Hulda Amanda Adolfina	NA	NA	NA	NA	NA	NA	female	
3rd	0	Vonk, Mr Jenko	NA	NA	NA	NA	NA	NA	male	
3rd	0	Ware, Mr Frederick	NA	NA	NA	NA	NA	NA	male	
3rd	0	Warren, Mr Charles William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Wazli, Mr Yousif	NA	NA	NA	NA	NA	NA	male	
3rd	0	Webber, Mr James	NA	NA	NA	NA	NA	NA	male	
3rd	1	Wennerstrom, Mr August Edvard	NA	NA	NA	NA	NA	NA	male	
3rd	0	Wenzel, Mr Linhart	NA	NA	NA	NA	NA	NA	male	
3rd	0	Widegren, Mr Charles Peter	NA	NA	NA	NA	NA	NA	male	
3rd	0	Wiklund, Mr Jacob Alfred	NA	NA	NA	NA	NA	NA	male	
3rd	1	Wilkes, Mrs Ellen	NA	NA	NA	NA	NA	NA	female	
3rd	0	Willer, Mr Aaron	NA	NA	NA	NA	NA	NA	male	
3rd	0	Willey, Mr Edward	NA	NA	NA	NA	NA	NA	male	
3rd	0	Williams, Mr Howard Hugh	NA	NA	NA	NA	NA	NA	male	
3rd	0	Williams, Mr Leslie	NA	NA	NA	NA	NA	NA	male	
3rd	0	Windelov, Mr Einar	NA	NA	NA	NA	NA	NA	male	
3rd	0	Wirz, Mr Albert	NA	NA	NA	NA	NA	NA	male	
3rd	0	Wiseman, Mr Phillippe	NA	NA	NA	NA	NA	NA	male	
3rd	0	Wittevrongel, Mr Camiel	NA	NA	NA	NA	NA	NA	male	
3rd	1	Yalsevac, Mr Ivan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Yasbeck, Mr Antoni	NA	NA	NA	NA	NA	NA	male	
3rd	1	Yasbeck, Mrs Antoni	NA	NA	NA	NA	NA	NA	female	
3rd	0	Youssef, Mr Gerios	NA	NA	NA	NA	NA	NA	male	
3rd	0	Zabour, Miss Hileni	NA	NA	NA	NA	NA	NA	female	
3rd	0	Zabour, Miss Tamini	NA	NA	NA	NA	NA	NA	female	
3rd	0	Zakarian, Mr Artun	NA	NA	NA	NA	NA	NA	male	
3rd	0	Zakarian, Mr Maprieder	NA	NA	NA	NA	NA	NA	male	
3rd	0	Zenn, Mr Philip	NA	NA	NA	NA	NA	NA	male	
3rd	0	Zievens, Rene	NA	NA	NA	NA	NA	NA	female	
3rd	0	Zimmerman, Leo	NA	NA	NA	NA	NA	NA	male	
